Case,Question,Predicted,Gold,Score
Case36,Q10,No,No,1
Case36,Q10_followup,Risk Assessment,Diagnostic,0
Case36,Q11,Not specified,Yes,0
Case36,Q12,No,No,1
Case36,Q13,No,Yes,0
Case36,Q14,Yes,Yes,1
Case36,Q14_followup,{'CPT_code': '81212'},81217,0
Case36,Q15,No,No,1
Case36,Q16,Yes,Yes,1
Case36,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case35,Q0,BRCA1/2 and PALB2 testing,BRCA1/BRCA2 testing and PALB2 testing,0
Case35,Q1,Yes,Yes,1
Case35,Q2,Not specified,Yes,0
Case35,Q3,Yes,Yes,1
Case35,Q4,Yes,Yes,1
Case35,Q4_followup,None,Yes,0
Case35,Q5,Not required,Not required,1
Case35,Q6,No,No,1
Case35,Q7,Yes,Yes,1
Case35,Q8,No,No,1
Case35,Q9,Yes,Yes,1
Case35,Q9_followup,None,Yes,0
Case35,Q10,No,No,1
Case35,Q10_followup,None,Diagnostic,0
Case35,Q11,Yes,Yes,1
Case35,Q12,No,No,1
Case35,Q13,Not specified,Yes,0
Case35,Q14,Yes,Yes,1
Case35,Q14_followup,None,81162,0
Case35,Q15,No,No,1
Case35,Q16,Yes,Yes,1
Case35,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case27,Q0,BRCA1/2 testing,BRCA1/BRCA2 testing,1
Case27,Q1,Yes,No,0
Case27,Q2,Not specified,Yes,0
Case27,Q3,No,No,1
Case27,Q4,Yes,Yes,1
Case27,Q4_followup,None,No,0
Case27,Q5,Not required,Not required,1
Case27,Q6,No,No,1
Case27,Q7,No,Yes,0
Case27,Q8,Yes,No,0
Case27,Q9,Yes,Yes,1
Case27,Q9_followup,None,No,0
Case27,Q10,No,No,1
Case27,Q10_followup,None,Diagnostic,0
Case27,Q11,Yes,Yes,1
Case27,Q12,No,No,1
Case27,Q13,Yes,Yes,1
Case27,Q14,Yes,Yes,1
Case27,Q14_followup,None,81162,0
Case27,Q15,No,No,1
Case27,Q16,No,No,1
Case27,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case16,Q0,Whole Genome Sequencing (WGS),Whole Genome Sequencing (WGS),1
Case16,Q1,Not specified,Yes,0
Case16,Q2,Yes,Yes,1
Case16,Q3,No,Yes,0
Case16,Q4,Yes,Yes,1
Case16,Q4_followup,None,Yes,0
Case16,Q5,Yes,Yes,1
Case16,Q6,No,No,1
Case16,Q7,No,Yes,0
Case16,Q8,Yes,No,0
Case16,Q9,Yes,Yes,1
Case16,Q9_followup,None,No,0
Case16,Q10,No,No,1
Case16,Q10_followup,None,Diagnostic,0
Case16,Q11,Not specified,Yes,0
Case16,Q12,No,No,1
Case16,Q13,Not specified,Yes,0
Case16,Q14,Not listed,Yes,0
Case16,Q15,No,No,1
Case16,Q16,No,Yes,0
Case16,TOTAL,Correct: 9,Incorrect: 11,Accuracy: 45.00%
