Case,Question,Predicted,Gold,Score
Case6,Q5,Yes,Yes,1
Case6,Q6,No,No,1
Case6,Q7,Yes,Yes,1
Case6,Q8,No,No,1
Case6,Q9,Yes,Yes,1
Case6,Q9_followup,None,Yes,0
Case6,Q10,No,No,1
Case6,Q10_followup,None,Diagnostic,0
Case6,Q11,Yes,No,0
Case6,Q12,Yes,No,0
Case6,Q13,Not specified,Yes,0
Case6,Q14,Yes,Yes,1
Case6,Q14_followup,None,81415,0
Case6,Q15,No,No,1
Case6,Q16,Yes,Yes,1
Case6,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case21,Q0,BRCA1/BRCA2 genetic testing,BRCA1/BRCA2 testing,0
Case21,Q1,Yes,Yes,1
Case21,Q2,Not specified,Yes,0
Case21,Q3,Yes,Yes,1
Case21,Q4,Yes,Yes,1
Case21,Q4_followup,None,Yes,0
Case21,Q5,Not required,Not required,1
Case21,Q6,No,No,1
Case21,Q7,Yes,Yes,1
Case21,Q8,No,No,1
Case21,Q9,Yes,Yes,1
Case21,Q9_followup,None,Yes,0
Case21,Q10,No,No,1
Case21,Q10_followup,None,Risk Assessment,0
Case21,Q11,Yes,Yes,1
Case21,Q12,No,No,1
Case21,Q13,Yes,Yes,1
Case21,Q14,Yes,Yes,1
Case21,Q14_followup,None,81162,0
Case21,Q15,No,No,1
Case21,Q16,Yes,Yes,1
Case21,TOTAL,Correct: 15,Incorrect: 6,Accuracy: 71.43%
Case26,Q0,BRCA testing,BRCA1/BRCA2 testing,0
Case26,Q1,Yes,Yes,1
Case26,Q2,Yes,Yes,1
Case26,Q3,Yes,Yes,1
Case26,Q4,No,Yes,0
Case26,Q5,Not required,Not required,1
Case26,Q6,No,No,1
Case26,Q7,Yes,Yes,1
Case26,Q8,No,No,1
Case26,Q9,Yes,Yes,1
Case26,Q9_followup,None,Yes,0
Case26,Q10,No,No,1
Case26,Q10_followup,None,Risk Assessment,0
Case26,Q11,Not specified,Yes,0
Case26,Q12,No,No,1
Case26,Q13,Not specified,Yes,0
Case26,Q14,No,Yes,0
Case26,Q15,No,No,1
Case26,Q16,Yes,Yes,1
Case26,TOTAL,Correct: 12,Incorrect: 7,Accuracy: 63.16%
Case28,Q0,BRCA genetic testing (for hereditary breast and ovarian cancer risk assessment).,BRCA1/BRCA2 testing,0
Case28,Q1,Yes,Yes,1
Case28,Q2,Not specified,Yes,0
Case28,Q3,No,No,1
Case28,Q4,No,Yes,0
Case28,Q5,Not required,Not required,1
Case28,Q6,No,No,1
Case28,Q7,No,No,1
Case28,Q8,No,No,1
Case28,Q9,Yes,Yes,1
Case28,Q9_followup,No,No,1
Case28,Q10,No,Yes,0
Case28,Q11,Not specified,Yes,0
Case28,Q12,No,No,1
Case28,Q13,Not specified,Yes,0
Case28,Q14,Not listed,Yes,0
Case28,Q15,No,No,1
Case28,Q16,No,No,1
Case28,TOTAL,Correct: 11,Incorrect: 7,Accuracy: 61.11%
Case24,Q0,BRCA1 and BRCA2 (hereditary breast and ovarian cancer) gene analysis; full sequence analysis and full duplication/deletion analysis (BRCA testing).,BRCA1/BRCA2 testing,0
Case24,Q1,Yes,Yes,1
Case24,Q2,Yes,Yes,1
Case24,Q3,Yes,Yes,1
Case24,Q4,Yes,Yes,1
Case24,Q4_followup,None,Yes,0
Case24,Q5,Not required,Not required,1
Case24,Q6,No,No,1
Case24,Q7,Yes,Yes,1
Case24,Q8,No,No,1
Case24,Q9,Yes,Yes,1
Case24,Q9_followup,None,Yes,0
Case24,Q10,No,No,1
Case24,Q10_followup,None,Diagnostic,0
Case24,Q11,Yes,Yes,1
Case24,Q12,No,No,1
Case24,Q13,Yes,Yes,1
Case24,Q14,Yes,Yes,1
Case24,Q14_followup,None,81162,0
Case24,Q15,No,Yes,0
Case24,Q16,Yes,Yes,1
Case24,TOTAL,Correct: 15,Incorrect: 6,Accuracy: 71.43%
Case8,Q0,Whole exome sequencing (WES),Whole Exome Sequencing (WES),1
Case8,Q1,Not specified,Yes,0
Case8,Q2,Yes,Yes,1
Case8,Q3,No,No,1
Case8,Q4,No,Yes,0
Case8,Q5,Not required,No,0
Case8,Q6,No,No,1
Case8,Q7,No,No,1
Case8,Q8,No,Yes,0
Case8,Q9,Not specified,Yes,0
Case8,Q10,No,Yes,0
Case8,Q11,Not specified,No,0
Case8,Q12,No,No,1
Case8,Q13,Not specified,Yes,0
Case8,Q14,Not listed,Yes,0
Case8,Q15,Yes,No,0
Case8,Q16,No,No,1
Case8,TOTAL,Correct: 7,Incorrect: 10,Accuracy: 41.18%
Case41,Q0,Limb-girdle muscular dystrophy panel,limb-girdle muscular dystrophy (LGMD) gene panel,1
Case41,Q1,Yes,Yes,1
Case41,Q2,Yes,Yes,1
Case41,Q3,Yes,Yes,1
Case41,Q4,Yes,Yes,1
Case41,Q4_followup,None,Yes,0
Case41,Q5,Not required,Not required,1
Case41,Q6,No,No,1
Case41,Q7,Yes,Yes,1
Case41,Q8,No,No,1
Case41,Q9,Yes,Yes,1
Case41,Q9_followup,None,Yes,0
Case41,Q10,No,No,1
Case41,Q10_followup,None,Diagnostic,0
Case41,Q11,Not specified,Yes,0
Case41,Q12,No,No,1
Case41,Q13,Not specified,Yes,0
Case41,Q14,Yes,Yes,1
Case41,Q14_followup,None,"81412, 81448",0
Case41,Q15,No,Yes,0
Case41,Q16,Yes,Yes,1
Case41,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case40,Q0,Multi-gene panel testing for inherited cardiomyopathy (including dilated cardiomyopathy) to evaluate inherited risk.,"cardiomyopathy gene panel, Dilated Cardiomyopathy (DCM) gene panel",0
Case40,Q1,Yes,Yes,1
Case40,Q2,Yes,Yes,1
Case40,Q3,Yes,Yes,1
Case40,Q4,Yes,Yes,1
Case40,Q4_followup,None,Yes,0
Case40,Q5,Not required,Not required,1
Case40,Q6,No,No,1
Case40,Q7,Yes,Yes,1
Case40,Q8,No,No,1
Case40,Q9,Yes,Yes,1
Case40,Q9_followup,None,Yes,0
Case40,Q10,No,No,1
Case40,Q10_followup,None,Diagnostic,0
Case40,Q11,Not specified,Yes,0
Case40,Q12,No,No,1
Case40,Q13,Not specified,Yes,0
Case40,Q14,Yes,Yes,1
Case40,Q14_followup,None,81439,0
Case40,Q15,No,Yes,0
Case40,Q16,Yes,Yes,1
Case40,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case50,Q0,Neuromuscular gene panel testing (multi-gene targeted panel testing for neuromuscular disorders).,Neuromuscular gene panel,0
Case50,Q1,Yes,Yes,1
Case50,Q2,No,No,1
Case50,Q3,No,No,1
Case50,Q4,Yes,Yes,1
Case50,Q4_followup,None,No,0
Case50,Q5,No,No,1
Case50,Q6,No,No,1
Case50,Q7,No,No,1
Case50,Q8,Yes,Yes,1
Case50,Q8_followup,None,CK test,0
Case50,Q9,Yes,Yes,1
Case50,Q9_followup,None,No,0
Case50,Q10,Yes,Yes,1
Case50,Q10_followup,None,Risk Assessment,0
Case50,Q11,Not specified,No,0
Case50,Q12,No,No,1
Case50,Q13,Not specified,No,0
Case50,Q14,Not listed,Yes,0
Case50,Q15,No,No,1
Case50,Q16,No,No,1
Case50,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case36,Q0,BRCA1 and BRCA2 germline genetic testing (for hereditary breast/ovarian cancer syndrome) in a woman with breast cancer and Ashkenazi Jewish ancestry.,BRCA1/BRCA2 testing,0
Case36,Q1,Yes,Yes,1
Case36,Q2,Not specified,Yes,0
Case36,Q3,Yes,Yes,1
Case36,Q4,Yes,Yes,1
Case36,Q4_followup,None,Yes,0
Case36,Q5,Not required,Not required,1
Case36,Q6,No,No,1
Case36,Q7,Yes,Yes,1
Case36,Q8,No,No,1
Case36,Q9,Yes,Yes,1
Case36,Q9_followup,None,No,0
Case36,Q10,No,No,1
Case36,Q10_followup,None,Diagnostic,0
Case36,Q11,Yes,Yes,1
Case36,Q12,No,No,1
Case36,Q13,Not specified,Yes,0
Case36,Q14,Yes,Yes,1
Case36,Q14_followup,None,81217,0
Case36,Q15,No,No,1
Case36,Q16,Yes,Yes,1
Case36,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case35,Q0,"BRCA1, BRCA2, and PALB2 germline genetic testing",BRCA1/BRCA2 testing and PALB2 testing,0
Case35,Q1,Yes,Yes,1
Case35,Q2,Yes,Yes,1
Case35,Q3,Yes,Yes,1
Case35,Q4,Yes,Yes,1
Case35,Q4_followup,None,Yes,0
Case35,Q5,Not required,Not required,1
Case35,Q6,No,No,1
Case35,Q7,Yes,Yes,1
Case35,Q8,No,No,1
Case35,Q9,Yes,Yes,1
Case35,Q9_followup,None,Yes,0
Case35,Q10,No,No,1
Case35,Q10_followup,None,Diagnostic,0
Case35,Q11,Yes,Yes,1
Case35,Q12,No,No,1
Case35,Q13,Not specified,Yes,0
Case35,Q14,Yes,Yes,1
Case35,Q14_followup,None,81162,0
Case35,Q15,No,No,1
Case35,Q16,Yes,Yes,1
Case35,TOTAL,Correct: 15,Incorrect: 6,Accuracy: 71.43%
Case48,Q0,Neuromuscular gene panel testing,Neuromuscular gene panel,1
Case48,Q1,Yes,Yes,1
Case48,Q2,No,No,1
Case48,Q3,No,No,1
Case48,Q4,No,Yes,0
Case48,Q5,No,No,1
Case48,Q6,No,No,1
Case48,Q7,No,No,1
Case48,Q8,Yes,Yes,1
Case48,Q8_followup,None,CK test before panel,0
Case48,Q9,Not specified,Yes,0
Case48,Q10,No,Yes,0
Case48,Q11,Not specified,No,0
Case48,Q12,No,No,1
Case48,Q13,Not specified,No,0
Case48,Q14,No,Yes,0
Case48,Q15,No,No,1
Case48,Q16,No,No,1
Case48,TOTAL,Correct: 11,Incorrect: 7,Accuracy: 61.11%
Case45,Q0,DMD gene testing (Duchenne muscular dystrophy genetic testing),DMD gene panel,0
Case45,Q1,Yes,Yes,1
Case45,Q2,Yes,Yes,1
Case45,Q3,Yes,Yes,1
Case45,Q4,Yes,Yes,1
Case45,Q4_followup,None,Yes,0
Case45,Q5,Not required,Not required,1
Case45,Q6,No,No,1
Case45,Q7,Yes,Yes,1
Case45,Q8,No,No,1
Case45,Q9,Yes,Yes,1
Case45,Q9_followup,None,Yes,0
Case45,Q10,No,No,1
Case45,Q10_followup,None,Diagnostic,0
Case45,Q11,Yes,Yes,1
Case45,Q12,No,No,1
Case45,Q13,Not specified,Yes,0
Case45,Q14,Yes,Yes,1
Case45,Q14_followup,None,"81161, 81408",0
Case45,Q15,No,Yes,0
Case45,Q16,Yes,Yes,1
Case45,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case27,Q0,BRCA1/2 genetic testing,BRCA1/BRCA2 testing,0
Case27,Q1,Yes,No,0
Case27,Q2,Not specified,Yes,0
Case27,Q3,No,No,1
Case27,Q4,Yes,Yes,1
Case27,Q4_followup,None,No,0
Case27,Q5,Not required,Not required,1
Case27,Q6,No,No,1
Case27,Q7,No,Yes,0
Case27,Q8,No,No,1
Case27,Q9,Yes,Yes,1
Case27,Q9_followup,None,No,0
Case27,Q10,No,No,1
Case27,Q10_followup,None,Diagnostic,0
Case27,Q11,Yes,Yes,1
Case27,Q12,No,No,1
Case27,Q13,Yes,Yes,1
Case27,Q14,Yes,Yes,1
Case27,Q14_followup,None,81162,0
Case27,Q15,No,No,1
Case27,Q16,No,No,1
Case27,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case18,Q0,Whole genome sequencing (WGS),Whole Genome Sequencing (WGS),1
Case18,Q1,Yes,Yes,1
Case18,Q2,No,No,1
Case18,Q3,No,No,1
Case18,Q4,Yes,Yes,1
Case18,Q4_followup,None,No,0
Case18,Q5,No,No,1
Case18,Q6,No,No,1
Case18,Q7,No,No,1
Case18,Q8,Yes,Yes,1
Case18,Q8_followup,None,chromosomal microarray (CMA),0
Case18,Q9,Yes,Yes,1
Case18,Q9_followup,None,No,0
Case18,Q10,No,Yes,0
Case18,Q11,Yes,No,0
Case18,Q12,No,No,1
Case18,Q13,Not specified,Yes,0
Case18,Q14,Yes,Yes,1
Case18,Q14_followup,None,81425,0
Case18,Q15,No,No,1
Case18,Q16,No,No,1
Case18,TOTAL,Correct: 14,Incorrect: 7,Accuracy: 66.67%
Case16,Q0,Whole Genome Sequencing (WGS),Whole Genome Sequencing (WGS),1
Case16,Q1,Yes,Yes,1
Case16,Q2,Yes,Yes,1
Case16,Q3,Yes,Yes,1
Case16,Q4,Yes,Yes,1
Case16,Q4_followup,None,Yes,0
Case16,Q5,Yes,Yes,1
Case16,Q6,No,No,1
Case16,Q7,Yes,Yes,1
Case16,Q8,No,No,1
Case16,Q9,Yes,Yes,1
Case16,Q9_followup,None,No,0
Case16,Q10,No,No,1
Case16,Q10_followup,None,Diagnostic,0
Case16,Q11,Yes,Yes,1
Case16,Q12,Yes,No,0
Case16,Q13,Not specified,Yes,0
Case16,Q14,Yes,Yes,1
Case16,Q14_followup,None,81425,0
Case16,Q15,No,No,1
Case16,Q16,Yes,Yes,1
Case16,TOTAL,Correct: 15,Incorrect: 6,Accuracy: 71.43%
