Case,Question,Predicted,Gold,Score
Case50,Q9,Not specified,Yes,0
Case50,Q10,Yes,Yes,1
Case50,Q10_followup,None,Risk Assessment,0
Case50,Q11,Not specified,No,0
Case50,Q12,Not specified,No,0
Case50,Q13,Yes,No,0
Case50,Q14,Not listed,Yes,0
Case50,Q15,No,No,1
Case50,Q16,No,No,1
Case50,TOTAL,Correct: 8,Incorrect: 10,Accuracy: 44.44%
Case35,Q0,BRCA1/2 and PALB2 genetic testing,BRCA1/BRCA2 testing and PALB2 testing,0
Case35,Q1,Not specified,Yes,0
Case35,Q2,Not specified,Yes,0
Case35,Q3,Yes,Yes,1
Case35,Q4,No,Yes,0
Case35,Q5,Not specified,Not required,0
Case35,Q6,No,No,1
Case35,Q7,Yes,Yes,1
Case35,Q8,No,No,1
Case35,Q9,Not specified,Yes,0
Case35,Q10,No,No,1
Case35,Q10_followup,None,Diagnostic,0
Case35,Q11,Not specified,Yes,0
Case35,Q12,Not specified,No,0
Case35,Q13,Not specified,Yes,0
Case35,Q14,Not listed,Yes,0
Case35,Q15,No,No,1
Case35,Q16,Yes,Yes,1
Case35,TOTAL,Correct: 7,Incorrect: 11,Accuracy: 38.89%
Case48,Q0,Neuromuscular gene panel testing,Neuromuscular gene panel,1
Case48,Q1,Not specified,Yes,0
Case48,Q2,No,No,1
Case48,Q3,No,No,1
Case48,Q4,Yes,Yes,1
Case48,Q4_followup,None,No,0
Case48,Q5,No,No,1
Case48,Q6,No,No,1
Case48,Q7,No,No,1
Case48,Q8,Yes,Yes,1
Case48,Q8_followup,None,CK test before panel,0
Case48,Q9,Yes,Yes,1
Case48,Q9_followup,None,No,0
Case48,Q10,Yes,Yes,1
Case48,Q10_followup,None,Risk Assessment,0
Case48,Q11,Yes,No,0
Case48,Q12,No,No,1
Case48,Q13,Not specified,No,0
Case48,Q14,Not listed,Yes,0
Case48,Q15,No,No,1
Case48,Q16,No,No,1
Case48,TOTAL,Correct: 13,Incorrect: 8,Accuracy: 61.90%
Case45,Q0,DMD gene testing,DMD gene panel,0
Case45,Q1,Not specified,Yes,0
Case45,Q2,Yes,Yes,1
Case45,Q3,Yes,Yes,1
Case45,Q4,No,Yes,0
Case45,Q5,Not required,Not required,1
Case45,Q6,No,No,1
Case45,Q7,Yes,Yes,1
Case45,Q8,No,No,1
Case45,Q9,Not specified,Yes,0
Case45,Q10,No,No,1
Case45,Q10_followup,None,Diagnostic,0
Case45,Q11,Not specified,Yes,0
Case45,Q12,Not specified,No,0
Case45,Q13,Not specified,Yes,0
Case45,Q14,Not listed,Yes,0
Case45,Q15,No,Yes,0
Case45,Q16,Yes,Yes,1
Case45,TOTAL,Correct: 8,Incorrect: 10,Accuracy: 44.44%
Case18,Q0,Whole Genome Sequencing (WGS),Whole Genome Sequencing (WGS),1
Case18,Q1,Not specified,Yes,0
Case18,Q2,No,No,1
Case18,Q3,No,No,1
Case18,Q4,Yes,Yes,1
Case18,Q4_followup,None,No,0
Case18,Q5,No,No,1
Case18,Q6,No,No,1
Case18,Q7,No,No,1
Case18,Q8,Yes,Yes,1
Case18,Q8_followup,None,chromosomal microarray (CMA),0
Case18,Q9,Yes,Yes,1
Case18,Q9_followup,None,No,0
Case18,Q10,No,Yes,0
Case18,Q11,Not specified,No,0
Case18,Q12,No,No,1
Case18,Q13,Not specified,Yes,0
Case18,Q14,Not listed,Yes,0
Case18,Q15,No,No,1
Case18,Q16,No,No,1
Case18,TOTAL,Correct: 12,Incorrect: 8,Accuracy: 60.00%
Case16,Q0,Whole Genome Sequencing (WGS),Whole Genome Sequencing (WGS),1
Case16,Q1,Not specified,Yes,0
Case16,Q2,Yes,Yes,1
Case16,Q3,Yes,Yes,1
Case16,Q4,No,Yes,0
Case16,Q5,Yes,Yes,1
Case16,Q6,No,No,1
Case16,Q7,Yes,Yes,1
Case16,Q8,No,No,1
Case16,Q9,Not specified,Yes,0
Case16,Q10,No,No,1
Case16,Q10_followup,None,Diagnostic,0
Case16,Q11,Not specified,Yes,0
Case16,Q12,Not specified,No,0
Case16,Q13,Yes,Yes,1
Case16,Q14,Not listed,Yes,0
Case16,Q15,No,No,1
Case16,Q16,Yes,Yes,1
Case16,TOTAL,Correct: 11,Incorrect: 7,Accuracy: 61.11%
